Title,Teks,Media,Label,Link;;;;;;;;
Napoli memprediksi biaya transfer Garnacho akan berkisar di angka 70 juta euro, yang merupakan jumlah uang yang sama diperoleh dari penjualan Khvara ke PSG.;;;;;;;;
"Napoli berada di bawah kesan bahwa biayanya akan menjadi sekitar 70 juta euro untuk Garnacho - jumlah yang sama yang dibayarkan Paris Saint-Germain untuk Khvaratskelia,"""" tulis Sky Sports.";;;;;;;;
Namun, Setan Merah dikabarkan tidak akan melepas pemain timnas Argentina tersebut dengan harga murah, terlebih Garnacho merupakan pemain yang dipercaya akan bisa mengambil peran penting di dalam skuad.;;;;;;;;
Baca juga: Inzaghi apresiasi penampilan Inter Milan meski ditahan imbang Bologna;;;;;;;;
Namun Napoli tentu terus memantau situasi Garnacho dan berharap dapat mempertemukan sang penyerang untuk bereuni dengan mantan rekannya Scott McTominay yang telah lebih dulu dibajak ke Naples pada bursa transfer musim panas lalu.;;;;;;;;
Garnacho memang sempat tak masuk ke dalam skuad Manchester United di era pelatih anyar Ruben Amorim karena alasan taktik. Namun pelatih Manchester United Ruben Amorim sempat memberikan komentar bahwa sang pemain memang dalam tahap penyesuaian strategi saat ini.;;;;;;;;
"Dia (Garnacho) memiliki bakat. Dia perlu belajar bermain di posisi yang berbeda. Dia harus bermain lebih baik di dalam. Dia meningkat pesat memulihkan posisi (dia) ketika dia tidak memiliki bola,"""" kata Ruben Amorim.";;;;;;;;
"Dia menemukan cara terbaik untuk bermain dalam sistem ini. Dia membaik selama latihan. Dia memulai pertandingan terakhir,"""" imbuh mantan pelatih Sporting Lisbon tersebut.";;;;;;;;
Baca juga: Klasemen Liga Italia: Inter Milan pangkas jarak dengan Napoli;;;;;;;;
Baca juga: Inter ditahan imbang Bologna dalam laga sarat drama empat gol;;;;;;;;
"Pewarta: Fajar SatriyoEditor: Eka Arifa Rusqiyati								Copyright © ANTARA 2025"",AntaraNews.com,Liga Italia,https://www.antaranews.com/berita/4589374/napoli-dirumorkan-bidik-garnacho-untuk-gantikan-kvaratskelia";;;;;;;;
"Link Live Streaming Piala Super Italia Inter Milan vs AC Milan, Sebentar Lagi Mulai di Vidio,""Liputan6.com, Jakarta - Inter Milan dan AC Milan bentrok pada final Piala Super Italia 2024. Anda bisa menyaksikan Derby della Madonnina di Al-Awwal Park, Riyadh, Selasa (7/1/2025) pukul 02.00 WIB, langsung melalui Vidio.";;;;;;;;
I Nerazzurri melangkah ke partai puncak usai membekuk Atalanta. Sementara AC Milan menyisihkan Juventus.;;;;;;;;
Baca Juga;;;;;;;;
Inter mendapat keuntungan istirahat satu hari lebih banyak ketimbang rival sekota. Performa sejauh ini juga menunjukkan superioritas mereka atas Milan, dengan keunggulan 13 poin pada klasemen Serie A.;;;;;;;;
Advertisement;;;;;;;;
"Namun, kehadiran Sergio Conceicao di kursi nakhoda memberi kepercayaan baru bagi I Rossoneri. """"Inter merupakan tim matang. Tapi dalam situasi sulit, kami harus menjadi laki-laki. Kami tidak boleh melupakan suporter yang memberi dukungan,"""" tandas Conceicao dikutip Football Italia.";;;;;;;;
Inter Milan memburu gelar keempat ajang bernama resmi Supercoppa Italiana ini secara beruntun, atau titel ke-9 keseluruhan. Sementara kemenangan bagi Milan akan membawa mereka menyamai koleksi tetangga.;;;;;;;;
Lihat rekor pertemuan, perbandingan performa, dan dapatkan link live streaming Piala Super Italia Inter Milan vs AC Milan di halaman berikut:;;;;;;;;
23/09/24: Inter vs Milan 1-2;;;;;;;;
23/04/24: Milan vs Inter 1-2;;;;;;;;
16/09/23: Inter vs Milan 5-1;;;;;;;;
17/05/23: Inter vs Milan 1-0;;;;;;;;
11/05/23: Milan vs Inter 0-2;;;;;;;;
03/01/25: Inter vs Atalanta 2-0;;;;;;;;
29/12/24: Cagliari vs Inter 0-3;;;;;;;;
24/12/24: Inter vs Como 2-0;;;;;;;;
20/12/24: Inter vs Udinese 2-0;;;;;;;;
17/12/24: Lazio vs Inter 0-6;;;;;;;;
04/01/24: Juventus vs Milan 1-2;;;;;;;;
30/12/24: Milan vs Roma 1-1;;;;;;;;
21/12/24: Verona vs Milan 0-1;;;;;;;;
16/12/24: Milan vs Genoa 0-0;;;;;;;;
12/12/24: Milan vs Red Star 2-1;;;;;;;;
"Link live streaming Piala Super Italia Inter Milan vs AC Milan, klik di sini..."",Liputan6.com,Liga Italia,https://www.liputan6.com/bola/read/5866349/link-live-streaming-piala-super-italia-inter-milan-vs-ac-milan-sebentar-lagi-mulai-di-vidio";;;;;;;;
"Klasemen Liga Italia-Jadwal Hari Ini: Kans Inter Tekan Napoli,""Inter Milan berpeluang menggeser Atalanta sekaligus memberikan tekanan kepada pemuncak klasemen Liga Italia, Napoli, dalam rangkaian pertandingan pada hari ini.";;;;;;;;
Serie A 2024/2025 resminya sudah mencapai giornata ke-20 pada akhir pekan ini. Tapi sejumlah tim, salah satunya Inter, baru main 17 kali sejauh ini.;;;;;;;;
Dengan jumlah laga tersebut, Inter Milan kini berada di posisi ketiga klasemen Liga Italia dengan raihan 40 poin. Di bawah Atalanta (42 poin) dan Napoli (44 poin) yang sama-sama sudah main 19 kali.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Atalanta gagal memaksimalkan pertandingannya pada giornata ini setelah harus puas berbagi hasil 0-0 ketika dijamu oleh Udinese. La Dea pun kini berpotensi kena geser.;;;;;;;;
Pada hari Minggu (12/1/2025) malam WIB, Inter Milan akan dijamu oleh Venezia. Jika poin penuh berhasil diraih Nerazzurri, tekanan pun sekaligus akan mereka berikan kepada Napoli.;;;;;;;;
"Napoli sendiri juga dijadwalkan bermain pada hari ini, beberapa jam usai pertandingan Inter Milan. Ada Verona yang akan dijamu Il Partenopei dalam pertandingan yang kick-off Senin (13/1) dini hari WIB."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7728695/klasemen-liga-italia-jadwal-hari-ini-kans-inter-tekan-napoli";;;;;;;;
"Atalanta imbangi Juventus 1-1, Milan bekap Como 2-1,""Jakarta (ANTARA) - Atalanta gagal memangkas jarak dengan pemuncak klasemen Liga Italia, Napoli, setelah ditahan imbang Juventus 1-1 pada pertandingan di Stadion Gewiss, Bergamo, Rabu dini hari WIB.";;;;;;;;
Hasil itu membuat La Dea tertahan pada posisi ketiga dengan 43 poin dan terpaut empat poin dari Napoli, sedangkan Juventus naik ke posisi kelima dengan 34 poin.;;;;;;;;
Meski demikian, Inter masih memiliki dua pertandingan yang belum dimainkan, dan baru memainkan salah satunya saat menjamu Bologna hari ini.;;;;;;;;
Pemain pengganti Mateo Retegui menyelamatkan satu poin untuk Atalanta dengan sundulannya pada menit ke-78. Ia baru kembali bermain setelah menepi empat pekan akibat cedera otot paha belakang.;;;;;;;;
Pertandingan ini merupakan laga jadwal ulang akibat Atalanta dan Juventus harus terbang ke Arab Saudi untuk tampil dalam Piala Super Italia awal bulan ini.;;;;;;;;
Baca juga: Jadwal tunda: AC Milan bertamu ke Como, Atalanta bersua Juventus;;;;;;;;
Juventus yang tidak diperkuat para penyerang papan atasnya lantaran dibekap cedera, membangku cadangkan Dusan Vlahovic dan Arkadiusz Milik. Namun mereka mampu membuka keunggulan melalui bek Pierre Kalulu pada menit ke-54.;;;;;;;;
Pasukan Thiago Motta belum terkalahkan sama sekali di liga musim ini, tetapi Juve menelan 13 hasil imbang dari 20 pertandingan liganya.;;;;;;;;
Pada pertandingan yang dimainkan lebih awal, Milan membawa pulang kemenangan 2-1 dari markas Como. Ini  merupakan kemenangan perdana Sergio Conceicao sebagai pelatih Rossoneri di Liga Italia.;;;;;;;;
Milan tertinggal terlebih dahulu pada menit ke-60 ketika sepakan mendatar Assane Diao berbuah gol pemecah kebuntuan bagi tuan rumah.;;;;;;;;
Untungnya dua bintang Milan mampu membalikkan keadaan. Theo Hernandez mengemas gol penyama kedudukan melalui sepakan volinya pada menit ke-71 sebelum Rafael Leao memastikan tiga poin berkat golnya yang didapat dengan memaksimalkan umpan terobosan Tammy Abraham pada menit ke-76.;;;;;;;;
Baca juga: Klasemen Liga Italia: Fiorentina gagal naik ke peringkat lima;;;;;;;;
Hasil-hasil pertandingan Liga Italia Selasa (14/1):;;;;;;;;
Como 1 (Assane Diao 60’) AC Milan 2 (Theo Hernandez 71’, Rafael Leao 76’);;;;;;;;
Atalanta 1 (Mateo Retegui 78’) Juventus 1 (Pierre Kalulu 54’);;;;;;;;
"Pewarta: A Rauf Andar AdipatiEditor: Jafar M Sidik								Copyright © ANTARA 2025"",AntaraNews.com,Liga Italia,https://www.antaranews.com/berita/4584474/atalanta-imbangi-juventus-1-1-milan-bekap-como-2-1";;;;;;;;
"Fiorentina belum kembali ke jalur kemenangan setelah takluk dari Monza,""Jakarta (ANTARA) - Fiorentina masih belum bisa kembali ke jalur kemenangan setelah takluk dari AC Monza dengan skor 1-2 pada pekan ke-20 Liga Italia Serie A di Stadion Brainteo, Monza, Selasa dini hari WIB.";;;;;;;;
Hasil ini membuat Fiorentina gagal menang pada lima pertandingan terakhir mereka di Liga Italia. Pada empat laga sebelumnya, dikutip dari laman Serie A di Jakarta, Selasa, Fiorentina menelan tiga kekalahan dan satu hasil imbang.;;;;;;;;
Pada laga versus Fiorentina, Monza  berjaya berkat dua gol Patrick Ciurria dan Daniel Maldini, sedangkan Fiorentina hanya memperkecil ketertinggalan melalui tendangan penalti Lucas Beltran.;;;;;;;;
Kekalahan ini membuat Fiorentina masih tertahan di posisi keenam klasemen sementara dengan raihan 32 poin dari 19 pertandingan, berjarak empat poin dari empat besar.;;;;;;;;
Di sisi lain, kemenangan belum bisa membuat Monza keluar dari posisi juru kunci atau peringkat ke-20 dengan 13 poin dari 20 laga, terpaut enam poin dari zona aman.;;;;;;;;
Secara statistik sebenarnya Fiorentina tampil lebih dominan dengan 66 persen penguasaan bola serta melepaskan 11 tendangan yang dua di antaranya tepat sasaran, namun Monza dapat tampil lebih efektif.;;;;;;;;
Pada pertandingan ini Fiorentina mengambil inisiatif menyerang terlebih dahulu dan menciptakan peluang lewat tendangan Riccardo Sottil yang masih menyamping dari gawang Monza.;;;;;;;;
Meskipun begitu, Monza mampu unggul terlebih dahulu lewat gol yang dicetak Patrick Ciurria setelah berhasil melepaskan tendangan di kotak penalti Fiorentina sehingga skor berubah menjadi 1-0 pada menit 44.;;;;;;;;
Memasuki babak kedua, Fiorentina kembali mengambil inisiatif menyerang, akan tetapi beberapa yang upaya mereka lakukan belum membuahkan hasil.;;;;;;;;
Monza sebaliknya mampu menggandakan keunggulan menjadi 2-0 pada menit ke-63 setelah umpan silang Pedro Pereira dapat disambut tendangan Daniel Maldini yang membobol gawang David De Gea.;;;;;;;;
Fiorentina mendapatkan peluang emas untuk memperkecil ketertinggalan setelah mendapatkan hadiah tendangan penalti karena Lucas Beltran dilanggar oleh Andrea Carboni di kotak terlarang.;;;;;;;;
Beltran yang maju sebagai algojo sukses melaksanakan tugasnya dengan baik setelah tendangannya tak dapat dibendung oleh Stefano Turati sehingga skor berubah menjadi 1-2 pada menit ke-63.;;;;;;;;
Pada waktu yang tersisa, Fiorentina berupaya untuk setidaknya menyamakan kedudukan, namun hingga peluit panjang dibunyikan, skor 2-1 untuk kemenangan Monza tetap bertahan.;;;;;;;;
Selanjutnya pada pekan ke-21 Liga Italia, Fiorentina dijadwalkan menjamu Torino, Minggu (19/1), sedangkan Monza bertandang ke markas Bologna, sehari sebelumnya.;;;;;;;;
"Pewarta: Aldi SultanEditor: Michael Teguh Adiputra Siahaan								Copyright © ANTARA 2025"",AntaraNews.com,Liga Italia,https://www.antaranews.com/berita/4581962/fiorentina-belum-kembali-ke-jalur-kemenangan-setelah-takluk-dari-monza";;;;;;;;
"Okafor Pulang ke Milan Usai Gagal Tes Medis di Leipzig,""Noah Okafor batal pindah ke RB Leipzig. Bintang AC Milan itu gagal lolos tes medis dan akhirnya pulang ke Italia.";;;;;;;;
Dirangkum Football Italia, Milan sebetulnya sudah setuju meminjamkan Okafor ke Leipzig hingga akhir musim ini dengan opsi dipermanenkan seharga 25 juta Euro. Itu sebabnya ia diizinkan terbang ke Jerman pada Senin (13/1/2025) untuk menjalani tes medis.;;;;;;;;
Namun menurut laporan Sky Sports Deutschland dan Fabrizio Romano, hasil pemeriksaan menunjukkan pemain asal Swiss tersebut tak bisa segera tampil karena cedera. Ia harus menepi sekitar 3-4 pekan.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Meski bukan cedera serius, namun Leipzig memerlukan pemain yang bisa bermain sejak awal, sebab mereka hanya punya waktu peminjaman hingga akhir musim. Absen dalam kurun waktu selama itu sama saja dengan melewatkan beberapa laga penting.;;;;;;;;
Sky Sport Italia mengonfirmasi Okafor kembali ke Milan usai transfernya kolaps. Patut dinanti apakah batalnya transfer ini akan berpengaruh dalam proses negosiasi Rossoneri untuk merekrut Marcus Rashford. Keduanya sama-sama berposisi sebagai winger kiri.;;;;;;;;
Musim ini, Okafor baru mencetak satu gol dan dua asis dalam 16 penampilan. Namun ia baru enam kali tampil sebagai starter.;;;;;;;;
Lihat juga Video: Sempat Ketinggalan 2 Gol, AC Milan Gasak Inter di Final Piala Super Italia;;;;;;;;
"[Gambas:Video 20detik]"",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7732909/okafor-pulang-ke-milan-usai-gagal-tes-medis-di-leipzig";;;;;;;;
"Duh, Pulisic Cedera Lagi,""AC Milan mendapat kabar buruk di balik kemenangan atas Como. Christian Pulisic cedera lagi dan berpotensi absen lama. Duh!";;;;;;;;
Milan melakoni comeback di kandang Como, Rabu (15/1/2025) dini hari WIB. Milan kebobolan lebih dulu setelah tuan rumah bikin gol lewat Assane Diao pada menit ke-60. Gol dari Theo Hernandez dan Rafael Leao lantas membawa Milan membalikkan keadaan.;;;;;;;;
Ini jadi kemenangan pertama Milan bersama Sergio Conceicao setelah sebelumnya diimbangi Cagliari. Hasil yang juga membawa Milan naik ke posisi ketujuh klasemen Serie A dan berselisih lima angka dari zona empat besar.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Sayangnya, kemenangan ini juga membawa tumbal dengan cederanya Pulisic. Gelandang serang Amerika Serikat itu mendapat cedera usai berduel dengan bek Como Marc-Oliver Kempf jelang akhir babak pertama.;;;;;;;;
Pulisic tidak bisa melanjutkan aksinya di babak kedua dan digantikan Alex Jimenez. Usai berduel, Pulisic memegangi betis kaki kiri dan menunjuk paha kirinya juga.;;;;;;;;
Ini tentu jadi kabar yang tidak mengenakkan bagi Milan, mengingat Pulisic belum lama ini baru balik dari cedera otot. Itu membuat Pulisic melewatkan banyak pertandingan sepanjang Desember, sebelum balik di ajang Piala Super Italia.;;;;;;;;
"Kami harus memperbaiki level kebugaran kami. Kami gaya bermain saya menuntut intensitas dan kami masih kurang itu saat ini,"""" ujar pelatih Milan Sergio Conceicao di ESPN.";;;;;;;;
"Pulisic berpotensi absen beberapa pekan karena masalah itu dan jadi pukulan untuk Milan, mengingat mereka begitu mengandalkannya. Pemain 26 tahun itu sudah bikin lima gol dan empat assist di Serie A musim ini."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7734349/duh-pulisic-cedera-lagi";;;;;;;;
"Donnarumma Berpeluang Membelot ke Inter Milan,""Inter Milan dikabarkan mengincar Gianluigi Donnarumma. Ia diproyeksikan menjadi suksesor dari Yann Sommer yang sudah menua.";;;;;;;;
Yan Sommer saat ini masih menjadi andalan di bawah mistar gawang Inter. Namun dengan usai yang sudah menginjak 36 tahun, Si Ular harus mencari pengganti jangka panjang untuk kiper asal Swiss tersebut.;;;;;;;;
Dikutip dari Sky Sport, nama Donnarumma muncul jadi incaran Inter untuk menggantikan Sommer. Nerazzurri dilaporkan sudah menjalin komunikasi dengan kiper Timnas Italia tersebut.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Donnarumma memang berpeluang meninggalkan Paris Saint-Germain. Kontraknya dengan raksasa Prancis itu hanya tersisa hingga Juni 2026. Jika Donnarumma tak memperpanjang kontraknya, PSG harus melepasnya musim depan agar tak pergi secara gratis.;;;;;;;;
Kembali ke Italia disebut jadi opsi untuk Donnarumma ketika meninggalkan PSG. Membela Inter bisa jadi keputusan yang ideal untuk kiper 25 tahun ini. Mengingat, inter menjadi penguasa Italia dalam beberapa musim terakhir.;;;;;;;;
Namun Donnarumma harus siap semakin dibenci fans AC Milan jika bergabung dengan Inter. Menilik rivalitas panas kedua tim asal kota Milan tersebut.;;;;;;;;
Donnarumma yang merupakan produk asli Milan sebelumnya juga hengkang ke PSG tak dengan kesan yang baik untuk pendukung Rossoneri. Ia terus menolak perpanjangan kontrak yang ditawarkan Milan demi bisa pergi secara gratis. Suporter Milan menganggap Donnarumma mata duitan akibat tindakannya tersebut.;;;;;;;;
Donnarumma menjalani debut di tim utama Milan pada usia 16 tahun pada 2015. Ia enam tahun jadi andalan Il Diavolo sebelum hengkang ke PSG pada 2021.;;;;;;;;
"Donnarumma masih jadi pilihan utama di Les Parisiens hingga musim ini. Hal serupa terjadi di Timnas Italia dengan Donnarumma sudah mengoleksi 70 penampilan dengan Gli Azzurri."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7728265/donnarumma-berpeluang-membelot-ke-inter-milan";;;;;;;;
"Ranieri Sebut Soule Masa Depan Roma, Kalau Pellegrini?,""Pelatih AS Roma Claudio Ranieri percaya Matias Soule bisa menjadi masa depan tim dan ingin mempertahankannya. Tapi kalau soal Lorenzo Pellegrini...";;;;;;;;
Matias Soule dikaitkan dengan transfer ke Genoa setelah kesulitan bersinar di Roma. Didatangkan dari Juventus pada awal musim dengan ongkos 25 juta Euro, ia baru cetak satu gol dan tanpa assist di 17 laga.;;;;;;;;
Rata-rata menit bermainnya pun hanya 47 menit. Soule hanya bermain 22 menit dalam dua penampilan terakhirnya dan sudah diparkir di empat partai terbaru Roma.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Namun Pelatih Roma Claudio Ranieri bertekad mempertahankan pemain 21 tahun itu. Ranieri masih percaya dengan potensi besarnya.;;;;;;;;
"Saya sangat yakin dengan anak ini dan saya merasa dia bisa menjadi masa depan Roma,"""" ungkapnya dikutip Football Italia.";;;;;;;;
"Dia berkembang dalam hal tidak terlalu sering menyentuh bola. Dia pastinya akan bertahan dengan kami karena saya percaya padanya, dan dia akan punya kesempatan untuk membuktikannya.""""";;;;;;;;
Rumor lain yang menyelimuti Roma adalah soal kapten Lorenzo Pellegrini. Ada laporan soal kemungkinan Roma menukarnya dengan pemain Inter Milan Davide Frattesi.;;;;;;;;
Frattesi sendiri juga merupakan didikan akademi Roma, namun saat ini dinilai lebih sesuai dengan kebutuhan tim. Ranieri mengembalikan situasi ini ke si pemain.;;;;;;;;
"Saya rasa dia tidak akan pergi. Tapi kalau klub lain menginginkannya dan dia mau pergi, kami akan membuat penilaian. Tapi saya tak merasa dia mau pergi,"""" jawab pelatih kawakan itu."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7734731/ranieri-sebut-soule-masa-depan-roma-kalau-pellegrini";;;;;;;;
"Milan Vs Cagliari: Tugas Sesungguhnya Untuk Conceicao,""Sergio Conceicao tak ingin terlena usai memulai melatih AC Milan dengan raihan gelar Piala Super Italia. Ia menilai tugas sesungguhnya untuknya adalah mengangkat posisi Rossoneri di Serie A.";;;;;;;;
AC Milan akan menghadapi Cagliari di San Siro pada pekan ke-20 Serie A 2024/2025, Minggu, (12/1/2025). Laga ini bakal menjadi debut untuk pelatih anyar Milan, Sergio Conceicao, di San Siro dan pada ajang Liga Italia.;;;;;;;;
Pria yang menggantikan posisi Paulo Fonseca ini sebelumnya sudah menjalani dua laga bersama Milan. Namun itu di ajang Piala Super Italia yang berlangsung di Arab Saudi.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Conceico membuat awal manis dalam dua laga pertamanya di Milan tersebut. Ia mampu membawa Milan mengalahkan Juventus 2-1 dan Inter Milan untuk menjadi juara Piala Super Italia.;;;;;;;;
Torehan juara Piala Super Italia tentu menjadi modal apik untuk Conceicao melawan Cagliari. Namun, Conceicao tak ingin terlena dengan raihan trofi tersebut.;;;;;;;;
Pasalnya, Conceicao menegaskan bahwa tugas sesungguhnya untuknya adalah membawa Milan bangkit di Serie A. Laga melawan Cagliari jadi ujian pertama untuk Conceicao dalam misi tersebut.;;;;;;;;
Milan saat ini masih terpuruk di peringkat ke-8 Serie A dengan 27 poin. Mereka tertinggal 17 angka dari Napoli di urutan teratas.;;;;;;;;
"Kami pantas mendapatkannya dan menikmatinya, tetapi kami tertinggal 17 poin dari puncak klasemen. Klub yang telah memenangkan 19 gelar liga dan 7 gelar Liga Champions tidak dapat berpuas diri dengan kemenangan Piala Super Italia: kami perlu mulai menang dan meyakinkan untuk finis setinggi mungkin,"""" ujar Conceicao dikutip dari Football Italia."",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7728197/milan-vs-cagliari-tugas-sesungguhnya-untuk-conceicao";;;;;;;;
"Atalanta Vs Juventus: Awas Imbang Lagi, Bianconeri,""Juventus ditunggu Atalanta di laga pekan ke-19 Serie A 2024/2025. Menilik catatan pertemuan, pertandingan ini punya potensi memperpanjang tren imbang Juve.";;;;;;;;
Duel Atalanta vs Juventus akan digelar di Gewiss Stadium, Rabu (15/1/2025) dini hari WIB. Ini merupakan pertandingan tunda setelah kedua tim sama-sama berpartisipasi di Piala Super Italia.;;;;;;;;
Juventus mengusung misi untuk bangkit usai gagal menang di laga terakhir melawan Torino. Bianconeri diimbang rival sekotanya itu dengan skor 1-1 usai sempat unggul lebih dulu.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Hasil seri melawan Torino itu menjadi yang ke-12 untuk Juventus di Serie A musim ini. Meski belum terkalahkan setelah 19 laga, pasukan Thiago Motta itu sering dapat hasil imbang.;;;;;;;;
Namun, upaya Juventus untuk kembali ke jalur kemenangan tak didukung catatan statistik. Menilik catatan yang dilansir Opta, Juventus belakangan sering dapat hasil seri saat melawan Atalanta.;;;;;;;;
Juventus dan Atalanta imbang 10 kali dalam 15 pertemuan terakhir di Serie A. Dalam rententan pertemuan itu, Atalanta menang dua kali dan Juventus tiga kali.;;;;;;;;
Pada Serie A musim lalu, Juventus dan Atalanta dapat hasil seri dalam dua kali pertemuan. Kedua tim bermain imbang 0-0 di Bergamo dan 2-2 di Turin.;;;;;;;;
Secara keseluruhan, Atalanta juga tercatat paling sering menahan imbang Juventus di liga. Dalam 124 kali pertemuan melawan Juventus di Serie A, Atalanta menahan imbang lawannya itu sebanyak 45 kali.;;;;;;;;
Sementara itu menilik klasemen Liga Italia, Juventus saat ini ada di peringkat kelima dengan 33 poin dari 19 laga. Sementara Atalanta ada di urutan ketiga dengan 42 poin.;;;;;;;;
Tonton juga video: AC Milan Menang Comeback 2-1 Vs Juventus, Lanjut ke Final Supercoppa Italiana;;;;;;;;
"[Gambas:Video 20detik]"",Liputan6.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7731483/atalanta-vs-juventus-awas-imbang-lagi-bianconeri";;;;;;;;
"Pemerintah kurangi beban guru untuk tingkatkan kualitas pendidikan,""Mentok, Babel (ANTARA) - Menteri Pendidikan Dasar dan Menengah Republik Indonesia (Mendikdasmen) Abdul Mu'ti mengatakan Pemerintah akan mengurangi beban kerja guru agar lebih fokus mendidik siswa sehingga upaya meningkat kualitas pendidikan bisa diwujudkan.";;;;;;;;
"Kita mengambil kebijakan para guru tidak lagi perlu menjalankan tugas mengunggah hasil kinerja, pekerjaan itu akan dilakukan para kepala sekolah, dengan pola ini para guru menjadi lebih fokus mengajar,"""" kata Menteri Dikdasmen Abdul Mu'ti di Mentok, Sabtu.";;;;;;;;
Abdul Mu'ti yang saat ini juga menjabat sebagai Sekretaris Umum Pimpinan Pusat Muhammadiyah berada di Mentok, Kabupaten Bangka Barat, dalam rangka menghadiri puncak acara Milad ke-112 Muhammadiyah tingkat Provinsi Kepulauan Bangka Belitung yang digelar di SD Muhammadiyah Mentok.;;;;;;;;
Pada kesempatan itu, Mendikdasmen mengatakan kebijakan itu diambil pemerintah sebagai salah satu bentuk keseriusan dalam meningkatkan kualitas pendidikan di seluruh Indonesia.;;;;;;;;
Menurut Mendikdasmen, Pemerintah juga berkomitmen agar seluruh anak di Indonesia mendapatkan pendidikan yang baik dan berkualitas sehingga layanan sarana pembelajaran, rumah pembelajaran akan terus dibuka.;;;;;;;;
Tahun ini pemerintah juga akan merenovasi dan merehabilitasi sarana dan prasarana pendidikan di lebih dari 10 ribu sekolah di Indonesia, pada program ini dana yang disiapkan pemerintah akan langsung ditransfer ke sekolah penerima.;;;;;;;;
Baca juga: Mendikdasmen sosialisasikan Senam Anak Indonesia Hebat di Babel;;;;;;;;
Baca juga: Permendikdasmen 1/2025 mungkinkan guru ASN mengajar di sekolah swasta;;;;;;;;
Dalam upaya meningkatkan kompetensi guru, menurut Mendikdasmen, saat ini puluhan ribu guru yang belum menempuh pendidikan D4 dan S1 akan didorong agar bisa menyelesaikan pendidikan tersebut.;;;;;;;;
Dalam hal kesejahteraan guru, pemerintah tahun ini juga akan menaikkan tunjangan sertifikasi guru dengan harapan dapat meningkatkan kinerja.;;;;;;;;
"Sebagai upaya pemerataan pendidikan, mulai tahun ini guru dengan status ASN dan PPPK bisa ditugaskan di sekolah swasta,"""" katanya.";;;;;;;;
Berbagai cara yang sudah dilakukan itu, menurut Mendikdasmen, diharapkan para guru bisa bekerja lebih baik dan pendidikan menjadi berkualitas sehingga menghasilkan generasi hebat dan berkualitas unggul.;;;;;;;;
Baca juga: Mendikdasmen sudah ajukan mekanisme PPDB baru ke Presiden;;;;;;;;
Baca juga: Kemendikdasmen-Aisyiyah luncurkan sekolah inklusif wujudkan kesetaraan;;;;;;;;
Baca juga: Mendikdasmen: Kami tingkatkan kesejahteraan guru lewat sertifikasi;;;;;;;;
"Pewarta: Donatus Dasapurna PutrantaEditor: Budhi Santoso								Copyright © ANTARA 2025"",AntaraNews.com,Liga Italia,https://www.antaranews.com/berita/4593118/pemerintah-kurangi-beban-guru-untuk-tingkatkan-kualitas-pendidikan";;;;;;;;
"Venezia Vs Inter: Gol Tunggal Darmian Menangkan Nerazzurri,""Inter Milan pulang dengan kemenangan dari lawatan ke markas Venezia dalam lanjutan Serie A 2024/2025. Inter menang 1-0 berkat gol Matteo Darmian.";;;;;;;;
Laga Venezia vs Inter di pekan ke-20 Serie A digelar di Stadion Pier Luigi Penzo, Venezia, Minggu (12/1/2025) malam WIB.;;;;;;;;
Darmian mencetak gol semata wayang Inter di laga ini pada menit ke-16. Venezia beberapa kali mendapat peluang untuk menyamakan kedudukan, tapi tak berbuah gol hingga laga usai.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Dengan kemenangan ini, Inter menempel Napoli yang ada di puncak klasemen Liga Italia. Nerazzurri ada di peringkat kedua dengan 43 poin dari 18 laga, terpaut satu angka dari Napoli.;;;;;;;;
Sementara itu, Venezia masih terbenam di papan bawah. Tim arahan Eusebio Di Francesco itu ada di peringkat ke-19 dengan 14 poin dari 19 pertandingan.;;;;;;;;
Jalannya Pertandingan;;;;;;;;
